pl_name,hostname,sy_snum,sy_pnum,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_insol,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,st_age,sy_dist,sy_vmag,sy_jmag,st_lum_linear,snr_proxy,distance_penalty,transit_depth_norm,obs_duration_norm,detectability,spectral_class,star_O,star_B,star_A,star_F,star_G,star_K,star_M,star_Unknown,priority_score,_hz_factor_diag,_esi_diag,_rocky_diag
K2-3 c,K2-3,1,3,2015.0,Transit,1.582,2.68,3.7,24.646729,0.1357,0.048,89.84,371.8,0.0822,3.428,2457329.85688,3.17,3844.0,0.546,0.549,-1.23136,-0.157,4.704,6.9,44.0727,12.168,9.421,0.05870025663924669,0.2594132914997561,0.6435683767597401,0.0014510150044105012,0.0639552238804777,0.21541192441551676,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8534584115331697,1.0
K2-3 d,K2-3,1,3,2015.0,Transit,1.458,2.2,17.5,44.55603,0.2014,0.091,89.82,305.2,0.0782,4.17,2457271.78796,1.44,3844.0,0.546,0.549,-1.23136,-0.157,4.704,6.9,44.0727,12.168,9.421,0.05870025663924669,0.2721916389002268,0.6435683767597401,0.0013804060017627885,0.07779850746254141,0.21648401527485725,K,0,0,0,0,0,1,0,0,0.13947326621082126,0.02200662049123009,0.7346347573377804,1.0
K2-30 b,K2-30,1,1,2016.0,Transit,11.646151,184.02357,0.64,4.098503,0.04839,0.0,86.92,1092.0,1.603,2.3208,2457063.80714,299.0,5425.0,0.844,0.9,-0.25649,-0.15,4.54,3.9,333.042,13.547,11.632,0.5540003001200583,0.5431907681614618,0.035778075120036834,0.028296557811070967,0.04329850746260579,0.0625662079137648,G,0,0,0,0,1,0,0,0,0.0,0.0,0.3281184250017628,0.1
K2-31 b,K2-31,2,1,2016.0,Transit,11.88154,563.83042,0.032,1.25785,0.022,0.0,79.9,1688.0,0.73853107,0.9816,2457191.70889,1272.0,5280.0,0.78,0.91,-0.11028,0.08,4.6,3.98,110.527,10.802,9.318,0.7757468129139004,1.3713112713421622,0.3311214673753259,0.01303673556926207,0.01831343283578673,0.21851094713769798,G,0,0,0,0,1,0,0,0,0.0,0.0,0.10720298825871195,0.1
K2-312 c,HD 80653,1,2,2023.0,Radial Velocity,12.8,1719.45168187,4.51,921.2,1.961,0.853,88.74,207.30950803453314,,,2458968.8,98.461,5959.0,1.22,1.18,0.24,0.255,4.34,2.67,109.86,9.452,8.315,1.7378008287493754,0.0,0.3333374295812052,0.0,0.01865671641787564,0.10000122887436157,G,0,0,0,0,1,0,0,0,0.3980138536414574,0.7538796889441359,0.6400823284467473,0.1
K2-316 b,K2-316,1,2,2020.0,Transit,1.33,2.33,5.44,1.133,0.0147,0.0,87.02,841.0,0.0957,,2457991.605,98.461,3436.0,0.379,0.408,-1.82964,0.0205,4.891,3.98,112.486,17.14,12.717,0.014803349747287467,0.007836315948487896,0.32469792188552254,0.0016893203883465325,0.01865671641787564,0.09841336008140579,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8282039363780562,1.0
K2-316 c,K2-316,1,2,2020.0,Transit,1.83,4.01,3.6,5.26,0.0582,0.0,89.31,423.0,0.248,,2457994.123,98.461,3436.0,0.379,0.408,-1.82964,0.0205,4.891,3.98,112.486,17.14,12.717,0.014803349747287467,0.02030727643913269,0.32469792188552254,0.004377758164158203,0.01865671641787564,0.10001113113102517,M,0,0,0,0,0,0,1,0,0.0,0.0,0.8193837109412538,0.85
K2-317 b,K2-317,1,1,2020.0,Transit,2.93,8.91,1.95,6.22,0.0542,0.0,89.22,432.0,0.119,,2457994.132,98.461,3387.0,0.379,0.403,-1.87068,0.0205,4.885,3.98,176.291,17.74,13.928,0.013468523860454778,0.00319408861941882,0.17154494100980172,0.0021006178287694605,0.01865671641787564,0.052155116681980924,M,0,0,0,0,0,0,1,0,0.0,0.0,0.6623403122079371,0.1
K2-318 b,K2-318,1,1,2020.0,Transit,1.66,3.39,4.07,7.01,0.0911,0.0,89.38,456.0,0.085,,2457997.194,98.461,3851.0,0.552,0.561,-1.27696,0.0205,4.701,3.98,147.866,15.8,12.042,0.05284939256230275,0.012960415525109289,0.22794292735068092,0.0015004413062639005,0.01865671641787564,0.0697846556739387,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8418239267458927,1.0
K2-319 b,K2-319,1,1,2020.0,Transit,2.79,8.2,2.07,26.68,0.1516,0.0,89.45,641.0,0.083,,2457915.592,98.461,5440.0,0.898,0.954,-0.23747,0.0205,4.512,3.98,209.071,12.213,10.705,0.578801969191797,0.04335888368692694,0.12359934911899015,0.001465136804940044,0.01865671641787564,0.04105851749109193,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6383053116999149,0.1
K2-32 b,K2-32,2,4,2016.0,Transit,5.299,15.0,0.55,8.992,0.0795,0.03,89.0,837.0,0.3802,3.488,2456900.92676,79.5,5271.0,0.86,0.83,-0.29607,-0.06,4.49,7.9,157.682,12.304,10.404,0.5057431392703987,0.48944100415926717,0.20663114157328313,0.006711385701665116,0.06507462686555023,0.10493614000262358,G,0,0,0,0,1,0,0,0,0.0,0.0,0.3741543697095044,0.1
K2-32 c,K2-32,2,4,2016.0,Transit,3.134,8.1,1.43,20.66093,0.13843,0.049,89.4,634.0,0.1346,4.35,2456899.42344,26.2,5271.0,0.86,0.83,-0.29607,-0.06,4.49,7.9,157.682,12.304,10.404,0.5057431392703987,0.19350388479593475,0.20663114157328313,0.002375992939095541,0.08115671641775903,0.07891317583331413,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5688365013529214,0.1
K2-32 d,K2-32,2,4,2016.0,Transit,3.484,6.7,0.87,31.71701,0.18422,0.05,89.4,550.0,0.1562,4.888,2456903.78707,14.8,5271.0,0.86,0.83,-0.29607,-0.06,4.49,7.9,157.682,12.304,10.404,0.5057431392703987,0.23803818388925638,0.20663114157328313,0.002757281553393191,0.09119402985057612,0.08277503414735983,G,0,0,0,0,1,0,0,0,0.0,0.0,0.49432137078278066,0.1
K2-32 e,K2-32,2,4,2019.0,Transit,1.212,2.1,6.3,4.34934,0.04899,0.043,89.0,1066.0,0.0255,2.671,2456898.87863,98.461,5271.0,0.86,0.83,-0.29607,-0.06,4.49,7.9,157.682,12.304,10.404,0.5057431392703987,0.028726130192008623,0.20663114157328313,0.00045013239187917007,0.04983208955214583,0.0645212094564723,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7841960567573512,1.0
K2-320 b,K2-320,1,1,2020.0,Transit,2.62,7.37,2.25,1.995,0.0142,0.0,87.84,698.0,0.557,,2457908.602,98.461,3157.0,0.3,0.117,-2.12527,0.0205,4.55,3.98,108.74,17.81,13.411,0.007494281465111359,0.024068841953995668,0.3370917939876503,0.00983230361869403,0.01865671641787564,0.10513995056147056,M,0,0,0,0,0,0,1,0,0.0,0.0,0.6487295975552281,0.1
K2-321 b,K2-321,1,1,2020.0,Transit,2.05124347,4.86,3.09,2.2979749,0.02839,0.44,86.1,830.0,0.0992,1.1472,2458141.26759,68.5516,3750.0,0.595,0.578,-1.20066,0.148,4.65,3.98,77.6888,13.677,10.462,0.06299992029474194,0.06942745431045753,0.45983479284338746,0.0017511032656632813,0.021402985074586933,0.1442022807935339,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7025307388807401,0.5
K2-322 b,K2-322,1,1,2020.0,Transit,1.92,4.35,3.38,8.205,0.0594,0.0,88.15,635.0,0.071,,2457914.022,98.461,4141.0,0.602,0.63,-1.03905,0.0205,4.677,3.98,123.415,13.963,11.194,0.09140080063520309,0.023640592049688495,0.2910820770096966,0.0012533097969969049,0.01865671641787564,0.08958483368126736,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7559215708690457,0.85
K2-323 b,K2-323,1,1,2020.0,Transit,2.1,5.06,3.0,24.93,0.1275,0.0,89.88,318.0,0.263,,2457914.251,98.461,3710.0,0.549,0.478,-1.3393,0.0205,4.63,3.98,118.318,14.935,11.648,0.045782552279169386,0.05764421754310064,0.30630314422956373,0.004642541924087127,0.01865671641787564,0.09771944982256642,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8025400188675424,0.5
K2-324 b,K2-324,1,1,2020.0,Transit,2.43,6.48,2.48,3.262,0.0331,0.0,88.33,707.0,0.199,,2457909.146,98.461,3752.0,0.505,0.517,-1.33305,0.0205,4.743,3.98,136.667,15.223,12.092,0.046446179900373724,0.028976977022459525,0.2549545461766063,0.00351279788172372,0.01865671641787564,0.07965208695901739,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6701101888575909,0.5
K2-325 b,K2-325,1,1,2020.0,Transit,2.2,5.48,2.83,6.93,0.0419,0.0,89.37,423.0,0.672,,2457743.818,98.461,3287.0,0.298,0.274,-2.04801,0.0205,4.84,3.98,111.638,17.77,13.177,0.00895344149251329,0.03602212036524482,0.3274630679120544,0.011862312444815778,0.01865671641787564,0.10367341286926479,M,0,0,0,0,0,0,1,0,0.0,0.0,0.7581270771047839,0.5
K2-326 b,K2-326,1,1,2020.0,Transit,2.28,5.82,2.7,1.256,0.0198,0.0,85.63,1114.0,0.0921,,2457739.045,98.461,3924.0,0.688,0.507,-0.97833,0.0205,4.462,3.98,282.308,15.982,12.977,0.10511628409648666,0.005935531719470947,0.05942263883826446,0.0016257722859635909,0.01865671641787564,0.018656490984053354,K,0,0,0,0,0,1,0,0,0.0,0.0,0.6368651048579633,0.5
K2-329 b,K2-329,1,1,2020.0,Transit,8.675766,82.6358,0.694,12.4551225,0.1016,0.0697,89.22,650.0,1.03526424,3.621,2457773.157267,45.7,5282.0,0.822,0.901,-0.32514,0.098,4.566,1.8,233.237,12.697,11.174,0.4729987575981305,0.6681369270765066,0.09706542920343164,0.018274743865810638,0.06755597014912769,0.08956899436859556,G,0,0,0,0,1,0,0,0,0.0,0.0,0.38765130423209226,0.1
K2-33 b,K2-33,1,1,2016.0,Transit,5.04,1175.971,50.64229481167973,5.424865,0.0409,0.0,89.1,850.0,0.3018,4.08,2456898.69288,98.461,3540.0,1.05,0.56,-0.82391,0.0205,4.06317,0.0093,139.268,15.838,11.095,0.14999956513820392,0.22235623763950838,0.2484086764959563,0.005327449249769943,0.07611940298493261,0.0944892975285641,M,0,0,0,0,0,0,1,0,0.0,0.0,0.38698529392727504,0.1
K2-34 b,K2-34,1,1,2016.0,Transit,13.75,539.67534,0.94,2.9956348,0.0442,0.0,82.23,1687.0,0.7493,2.4768,2457141.3514834,963.566,6168.0,1.42,1.16,0.3997,0.01,4.2,2.88,348.646,11.447,10.528,2.5101518809953305,0.7251055046603331,0.030609036596780756,0.01322683142098283,0.04620895522379438,0.07346506006074671,F,0,0,0,1,0,0,0,0,0.0,0.0,0.3305050576114738,0.1
K2-35 b,K2-35,1,2,2016.0,Transit,1.32,2.3,5.5,2.399964,0.031,0.13,88.98,979.0,0.0404,1.992,2456810.584,211.0,4402.71,0.619575,0.701968,-0.71881,0.04,4.697,3.98,252.596,14.166,12.144,0.19106889852966064,0.007914546447590128,0.07998149368551358,0.0007131509267419008,0.03716417910440827,0.024809847646778852,K,0,0,0,0,0,1,0,0,0.0,0.0,0.80846136439577,1.0
K2-35 c,K2-35,1,2,2016.0,Transit,1.93,4.38,3.35,5.608352,0.055,0.12,88.58,766.0,0.0938,1.7976,2456812.119,68.0,4402.71,0.619575,0.701968,-0.71881,0.04,4.697,3.98,252.596,14.166,12.144,0.19106889852966064,0.01745618629342062,0.07998149368551358,0.0016557811120888688,0.033537313432773254,0.02580945274373353,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7309503593677816,0.85
K2-355 b,K2-355,1,1,2021.0,Transit,2.25,5.69,2.74,5.7385647,0.0632,0.0,88.74,1066.0,,,2458252.1918298,98.461,5790.0,0.92,0.96,-0.11465,-0.12,4.49,3.98,500.497,13.707,12.404,0.7679801589169307,0.0,0.006704542481486354,0.0,0.01865671641787564,0.002011362744445906,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6454481988502424,0.5
K2-356 b,K2-356,1,1,2021.0,Transit,2.29,5.86,2.68,21.0267366,0.1599,0.0,88.74,624.0,,,2458256.0408399,98.461,5568.0,0.86,0.9,-0.24375,-0.11,4.52,3.98,355.54,13.268,11.957,0.570492579704632,0.0,0.028569944652519847,0.0,0.01865671641787564,0.008570983395755953,G,0,0,0,0,1,0,0,0,0.0,0.0,0.702421682650932,0.5
K2-357 b,K2-357,1,1,2021.0,Transit,3.72,13.4,1.43,16.3488637,0.145,0.0,88.74,735.0,,,2458255.1162073,98.461,5794.0,1.0,0.98,-0.06563,-0.02,4.43,3.98,517.687,13.748,12.366,0.8597456754826155,0.0,0.005645649671774834,0.0,0.01865671641787564,0.00169369490153245,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5413960717791091,0.1
K2-358 b,K2-358,1,1,2021.0,Transit,2.68,7.65,2.18,11.2510285,0.0863,0.0,88.74,888.0,,,2458259.0094216,98.461,5650.0,0.91,0.93,-0.16134,-0.07,4.49,3.98,480.307,13.699,12.422,0.6896996411086512,0.0,0.00820452046819427,0.0,0.01865671641787564,0.002461356140458281,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6156831338092776,0.1
K2-36 b,K2-36,1,2,2016.0,Transit,1.43,4.3,8.0,1.422614,0.02288,0.093,84.45,1328.0,0.0345,1.1232,2456810.8916,519.0,4916.0,0.718,0.79,-0.57,-0.047,4.621,1.4,109.749,11.726,10.034,0.2691534803926916,0.03543624065971641,0.3337076395565654,0.0006090026478365243,0.020955223880557917,0.10324632019223504,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7045637774141674,1.0
K2-36 c,K2-36,1,2,2016.0,Transit,3.2,7.9,1.3,5.340888,0.05528,0.089,86.917,854.0,0.1545,1.153,2456812.84001,89.0,4916.0,0.718,0.79,-0.57,-0.047,4.621,1.4,109.749,11.726,10.034,0.2691534803926916,0.16078411422259214,0.3337076395565654,0.0027272727272679128,0.021511194029810613,0.11432506464233248,K,0,0,0,0,0,1,0,0,0.0,0.0,0.5249998264844165,0.1
K2-360 c,EPIC 201595106,1,2,2024.0,Radial Velocity,4.02,15.23,1.29,9.79692,0.0883,0.11,88.74,912.0,,,,115.0,5679.0,0.98,0.958,-0.04915,0.01,4.435,6.0,232.1,11.746,10.588,0.8929970002260261,0.0,0.09817536113917516,0.0,0.01865671641787564,0.029452608341752548,G,0,0,0,0,1,0,0,0,0.0,0.0,0.5005574665481534,0.1
K2-37 b,K2-37,1,3,2016.0,Transit,1.39,2.51,5.14,4.4434,0.05105,0.0,87.49112,949.0,0.0358,2.3,2456893.6753,193.0,5352.0,0.809,0.84,-0.40798,-0.08,4.53,3.98,179.943,12.573,10.692,0.3908588950952558,0.028704298961095782,0.16539313544578,0.0006319505736970309,0.04291044776111397,0.0521843155091857,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7985385616179295,1.0
K2-37 c,K2-37,1,3,2016.0,Transit,2.41,6.39,2.51,6.42966,0.06534,0.0,88.1633,839.0,0.1027,2.9016,2456898.8548,118.0,5352.0,0.809,0.84,-0.40798,-0.08,4.53,3.98,179.943,12.573,10.692,0.3908588950952558,0.09248881494440124,0.16539313544578,0.0018128861429800303,0.054134328358107955,0.05784245168996124,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6535632554371509,0.5
K2-37 d,K2-37,1,3,2016.0,Transit,2.31,12.5,4.7,14.09229,0.1102,0.0,89.16344,646.0,0.0893,2.65,2456907.2331,41.3,5352.0,0.809,0.84,-0.40798,-0.08,4.53,3.98,179.943,12.573,10.692,0.3908588950952558,0.07685540152721972,0.16539313544578,0.0015763459841101918,0.049440298507370445,0.05646623851587607,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7880732825070418,0.5
K2-370 b,K2-370,1,1,2022.0,Transit,2.67,11.1,3.2,2.1408093,0.0321,0.0,84.44,1267.0,0.0628,1.68,2457860.71859,428.205,5662.0,0.945,0.962,-0.12703,0.08,4.48,1.4,144.202,11.109,9.667,0.7463971973374294,0.11061506645824133,0.23644964766428553,0.0011085613415690934,0.031343283582031076,0.08055934714067856,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6330618206389708,0.1
K2-38 b,K2-38,1,2,2016.0,Transit,1.54,7.3,11.0,4.01593,0.04994,0.197,88.36,1266.0,0.02607,2.74,2456896.8786,426.0,5731.0,1.06,1.03,0.03743,0.26,4.38,6.7,192.69,11.344,9.911,1.0900087895662276,0.04683993811158882,0.14559885605726056,0.0004601941747564692,0.05111940298497926,0.04775328514643777,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6564160766363756,1.0
K2-38 c,K2-38,1,2,2016.0,Transit,2.29,8.3,3.8,10.56103,0.09514,0.161,87.68,916.0,0.0484,2.38,2456900.4752,117.0,5731.0,1.06,1.03,0.03743,0.26,4.38,6.7,192.69,11.344,9.911,1.0900087895662276,0.08104642080511386,0.14559885605726056,0.0008543689320373268,0.04440298507454402,0.05073981335328024,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7123539539327381,0.5
K2-39 b,K2-39,1,1,2016.0,Transit,6.27704,28.6047,0.93,4.60543,0.05708,0.0,80.39,1670.0,0.037,8.184,2456985.4268,1356.0,4881.0,2.97,0.66,0.67409,0.32,3.44,6.7,307.47,10.831,9.082,4.7216087827971185,0.24653837801693165,0.04620348734893574,0.0006531332744913449,0.15268656716389423,0.03494846006791141,K,0,0,0,0,0,1,0,0,0.0,0.0,0.3775171520972176,0.1
K2-4 b,K2-4,1,1,2015.0,Transit,2.1,5.06,3.0,10.003417,0.078,0.08,89.54,563.0,0.1482,2.9232,2456815.524,15.6,4014.73,0.569359,0.635026,-0.91516,-0.12,4.849,3.98,231.828,14.855,12.367,0.12157380236909764,0.028640293791875025,0.09844276162126804,0.002616063548097765,0.05453731343273407,0.032490585251202714,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7414127997940185,0.5
K2-411 b,K2-411,1,1,2022.0,Transit,0.9898,0.937,5.31,3.2141,0.0511,0.0,90.0008,1306.6454974437477,,,2457064.8355,619.038,5711.0,1.375,1.018,0.25809,0.1415,4.1693,3.98,298.219,12.27,10.704,1.8117155003392336,0.0,0.050681719273621535,0.0,0.01865671641787564,0.01520451578208646,G,0,0,0,0,1,0,0,0,0.0,0.0,0.7823924651058595,1.0
K2-412 b,K2-412,1,1,2022.0,Transit,2.116,5.13,2.98,5.9382,0.0586,0.0,89.998,1006.7346090106059,,,2457823.1456,243.518,5590.0,0.977,0.893,-0.07054,0.014,4.412,3.98,654.085,15.746,13.154,0.8500803942839453,0.0,0.001443261205470027,0.0,0.01865671641787564,0.0004329783616410081,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6705607758438312,0.5
K2-413 b,K2-413,1,2,2022.0,Transit,0.7599,0.363,4.55,0.8094,0.0117,0.0,89.9518,1404.2232915596046,,,2457738.6924,921.755,4116.0,0.7,0.808,-0.83322,-0.205,4.656,3.98,285.162,15.013,12.644,0.14681823539790906,0.0,0.0577506889373679,0.0,0.01865671641787564,0.01732520668121037,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7295857520550516,1.0
K2-413 c,K2-413,1,2,2022.0,Transit,1.2327,2.05,6.01,5.3301,0.0426,0.0,89.9985,735.9093208538574,,,2457739.1673,69.529,4116.0,0.7,0.808,-0.83322,-0.205,4.656,3.98,285.162,15.013,12.644,0.14681823539790906,0.0,0.0577506889373679,0.0,0.01865671641787564,0.01732520668121037,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8429894866103547,1.0
K2-414 b,K2-414,1,2,2022.0,Transit,1.219,1.98,6.01,4.3696,0.0487,0.0,90.0045,742.652429906168,,,2457742.0993,72.113,4343.0,0.732,0.814,-0.70538,-0.102,4.621,3.98,260.036,14.289,12.184,0.19706976558803602,0.0,0.07424684453852708,0.0,0.01865671641787564,0.022274053361558122,K,0,0,0,0,0,1,0,0,0.0,0.0,0.8426842368834673,1.0
K2-414 c,K2-414,1,2,2022.0,Transit,1.9287,4.38,3.35,6.669,0.0552,0.0,89.9973,697.5583602557118,,,2457740.2563,56.13,4343.0,0.732,0.814,-0.70538,-0.102,4.621,3.98,260.036,14.289,12.184,0.19706976558803602,0.0,0.07424684453852708,0.0,0.01865671641787564,0.022274053361558122,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7425540964747841,0.85
K2-415 b,K2-415,1,1,2023.0,Transit,1.015,7.5,39.543172669529696,4.0179694,0.027,0.0,89.32,412.4,0.28089118,1.1195616,2458100.07116,4.82,3173.0,0.1965,0.1635,-2.45469,-0.13,5.066,3.98,21.8182,15.33,10.739,0.0035100233050130276,0.1504742195895685,0.803979104153294,0.004958361518084805,0.02088734328354312,0.25497633786840684,M,0,0,0,0,0,0,1,0,0.0,0.0,0.5775291967357731,1.0
K2-416 b,K2-416,1,1,2023.0,Transit,2.66,1652.7077164,484.12723997454367,13.102,0.088,0.0,89.25,447.0,,2.77,2458371.8384,98.461,3746.0,0.554,0.548,-1.27003,0.0205,4.691,3.98,120.311,14.794,11.585,0.05369947008092392,0.0,0.30025895299459837,0.0,0.051679104477515524,0.09007768589837951,K,0,0,0,0,0,1,0,0,0.0,0.0,0.2177179786754379,0.1
K2-417 b,K2-417,1,1,2023.0,Transit,3.31,699.2224954,106.30159603406304,6.535,0.063,0.0,89.0,558.0,,2.07,2458373.0321,98.461,3861.0,0.5776,0.569,-1.20204,0.0205,4.67,3.98,94.0424,13.909,10.908,0.0628000515164576,0.0,0.39046224426412185,0.0,0.03861940298500257,0.11713867327923655,K,0,0,0,0,0,1,0,0,0.0,0.0,0.345866535313405,0.1
K2-419 A b,K2-419 A,2,1,2024.0,Transit,10.55,196.0,0.916,20.35847252,0.1208,0.042,89.54,377.0,3.912,3.574,2459553.7138,3.3,3711.0,0.541,0.562,-1.27654,-0.11,4.74,7.4,268.685,16.52,13.358,0.05290052717796107,0.3355645853364603,0.0680951014589846,0.06905560458946328,0.06667910447748754,0.06276403634633192,K,0,0,0,0,0,1,0,0,0.0,0.0,0.4428290127274203,0.1
K2-42 b,K2-42,1,1,2016.0,Transit,2.15,5.27,2.91,6.68796,0.0617,0.0,88.74,656.8271198460895,0.1042,3.04,2456814.6763,44.1,4613.0,0.643,0.702,-0.70324,0.0205,4.659,3.98,396.913,15.006,12.982,0.19804322960161413,0.011654791559383721,0.018889860166701654,0.0018393645189729226,0.056716417910341946,0.007025536695572795,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7162571798409476,0.5
K2-43 b,K2-43,1,2,2016.0,Transit,4.51,18.5,1.11,3.471149,0.03784,0.07,89.6,939.3,0.665,2.0448,2456809.8843,49.0,3840.6,0.542,0.571,-1.21241,0.0205,4.68275,3.98,182.536,15.748,12.422,0.06131828504962215,0.10217556867835129,0.16115961622353986,0.01173874669018228,0.038149253731272106,0.05938098237647117,K,0,0,0,0,0,1,0,0,0.0,0.0,0.4681265068194993,0.1
K2-44 b,K2-44,1,1,2016.0,Transit,2.433,6.5,2.48,5.657,0.06,0.0,87.9933,1211.0,0.03342,4.296,2456811.7094,646.0,5912.0,1.58,1.15,0.42968,0.0,4.101,3.98,476.703,12.27,11.018,2.6895523382505795,0.02712305358099735,0.00850560432837678,0.0005899382171216418,0.08014925373119375,0.004975241270713384,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6088996895927471,0.5
K2-45 b,K2-45,1,1,2016.0,Transit,6.71,36.4,0.662,1.7292684,0.0224,0.1,87.75,1073.56,2.406,1.689,2456809.52604,100.0,4103.0,0.445,0.503,-0.73994,0.0205,4.824,3.98,495.317,15.746,13.536,0.1819952276941191,0.12042327882599244,0.007060990075403789,0.04247131509259935,0.03151119402979195,0.02084903944684508,K,0,0,0,0,0,1,0,0,0.0,0.0,0.36551740971488883,0.1
K2-46 b,K2-46,1,1,2016.0,Transit,2.05,4.86,3.1,19.1541,0.13821,0.0,88.64866,889.0,0.0333,6.73,2456815.3353,119.0,6256.0,1.29,0.96,0.41312,-0.32,4.198,3.98,449.237,12.144,11.046,2.5889281636208796,0.03296490022632866,0.01119408237149724,0.0005878199470422104,0.12555970149230306,0.006277942284181805,F,0,0,0,1,0,0,0,0,0.0,0.0,0.694717309624166,0.5
K2-47 b,K2-47,1,1,2016.0,Transit,1.89,4.23,3.44,31.6372,0.1779,0.0,88.74,460.7430328866947,0.0999,4.0,2456825.703,10.7,5054.0,0.76,0.75,-0.48202,-0.224,4.544,3.98,349.881,14.065,12.295,0.3295945334387685,0.024132120425433473,0.030233339698332154,0.0017634598411266312,0.07462686567150256,0.011474024452338102,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7983914038484266,0.85
K2-48 b,K2-48,1,1,2016.0,Transit,2.24,5.65,2.76,20.5065,0.1344,0.0,88.74,503.5863528434599,0.1104,3.01,2456817.4859,15.3,4899.0,0.73,0.77,-0.65663,-0.19,4.603,3.98,313.764,14.345,12.43,0.2204804060240309,0.020429245207237823,0.04338506593382613,0.0019488084730768776,0.05615671641780567,0.015141852259720374,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7332670003585877,0.5
K2-49 b,K2-49,1,1,2016.0,Transit,1.93,4.38,3.35,2.77065,0.0309,0.0,88.74,702.7295466658085,0.209,2.307,2456810.0203,59.0,4175.0,0.45,0.51,-0.77386,0.0205,4.81,3.98,457.125,15.668,13.463,0.16832165785385683,0.013075854620314251,0.010345020356752032,0.0036893203883430017,0.0430410447760391,0.004952872195250134,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7415853918916373,0.85
K2-5 b,K2-5,1,2,2015.0,Transit,1.91,4.31,3.4,5.73594,0.0532,0.0,87.35,565.0,0.1496,2.654,2456808.86,24.1,3930.0,0.57,0.61,-1.08341,-0.33,4.71,3.98,202.943,14.974,12.449,0.08252584882698802,0.02554359694404469,0.13141040373505744,0.0026407766990244647,0.049514925373041946,0.04212258840776664,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7714682697709707,0.85
K2-5 c,K2-5,1,2,2015.0,Transit,2.26,5.73,2.73,10.93241,0.0818,0.0,86.95,456.0,0.1378,3.498,2456814.601,10.2,3930.0,0.57,0.61,-1.08341,-0.33,4.71,3.98,202.943,14.974,12.449,0.08252584882698802,0.027012147973983554,0.13141040373505744,0.0024324801412137116,0.06526119402972899,0.042205762039807665,K,0,0,0,0,0,1,0,0,0.0,0.0,0.7411508713042444,0.5
K2-50 b,K2-50,1,2,2016.0,Transit,1.59,3.15,4.31,8.7529,0.0705,0.0,88.74,530.9981341612959,0.1337,2.68,2456810.3311,18.8,4326.0,0.546,0.611,-0.87356,-0.1132,4.742,3.98,257.443,14.705,12.41,0.1337950357711884,0.023779285670477057,0.07619724285114492,0.0023601059134998057,0.049999999999906716,0.02535253219144084,K,0,0,0,0,0,1,0,0,0.0,0.0,0.837015735628516,1.0
K2-52 b,K2-52,1,1,2016.0,Transit,18.0,8.905000000000001,2.59,3.535055,0.054,0.0,86.46,2004.0,0.6314,5.328,2456896.02618,1124.0,7147.0,2.192,1.691,0.02701,0.055,3.979,3.98,1038.41,15.93,12.729,1.0641675213049229,0.11802844505819592,3.092022677568864e-05,0.01114563106794149,0.09940298507444141,0.0122713108596319,F,0,0,0,1,0,0,0,0,0.0,0.0,0.47236859695848776,0.1
K2-53 b,K2-53,1,1,2016.0,Transit,2.6,7.27,2.27,12.20772,0.098,0.0,89.32,665.0,0.1001,3.48,2456896.38582,52.5,5263.0,0.807,0.851,-0.5788,-0.037,4.555,3.98,138.018,12.634,10.306,0.26375457408893443,0.14087168179494125,0.2515332729955338,0.0017669902912590167,0.06492537313420722,0.08778805863697428,G,0,0,0,0,1,0,0,0,0.0,0.0,0.6560588638349181,0.1
